jawaban_mahasiswa,id_jawaban_dosen,human_rater,human_rater_scaled
turbo boost fungsi fasilitas untuk memaksimalkan kinerja perangkat komputer penggunaan turbo boost diharapkan kinerja komputer menjadi maksimal efisien menggunakan turbo boost perangkat perangkat komputer bekerja penuh akibatnya mempercepat umur perangkat jenis digunakan turbo boost memory ram untuk memaksimalkan proses pengolahan data memory turbo boost untuk cpu digunakan untuk melakukan perintah perintah prioritas penggunaan komputer menjadi efisien,4,90,0.9
turbo boost penguat kerja computer performance kualitas baik didukung processor baik kerja komputer maksimal,4,80,0.8
seringkali user membutuhkan kinerja sepenuhnya komputer untuk menjalankan satu task misalnya bermain game aplikasi menggunakan resource jumlah besar turbo boost seringkali berupa aplikasi dijalankan background service cara untuk memprioritaskan proses komputer aplikasi digunakan user mendapat prioritas utama dijalankan performa optimal komputer,4,80,0.8
dimaksud turbo boost menggunakan memori flash misalnya flashdisk flash disk untuk dijadikan vram virtual ram random access memory ram menjadi luas capable untuk menjalankan program diatas batas ram asli dimiliki turbo boost memiliki kekurangan kecepatan vram virtual random access memory lambat dibandingkan ram asli terpasang mother board,4,80,0.8
turbo boost kata overclocking dilakukan untuk processor intel turbo boost menghasilkan performa baik frekuensi processor dinaikkan memiliki dampak buruk terjadi umur perangkat singkat disebabkan processor bekerja atas normal suhu meningkat secara signifikan,4,80,0.8
turbo boost proses penambahan kapasitas ram menggunakan perangkat tambahan hard disk ram penuh data data tetap tersimpan proses turbo boost,4,70,0.7
kemampuan processor untuk meningkatkan frekuensi clock performa baik,4,70,0.7
turbo boost fitur mendongkrak clockspeed dasar prosesor menjadi jauh besar memiliki kemampuan baik,4,70,0.7
turbo boost teknologi meningkatkan clockrate processor komputer memiliki kinerja baik,4,70,0.7
turbo boost sistem diberikan produsen prosesor untuk meningkatkan performa prosesor keadaan memadai sesuai batas diberikan,4,70,0.7
turbo boost peningkatan performa prosesor peningkatan dimaksud mempercepat frekuensi clocking,4,70,0.7
turbo boost proses penambahan kapasitas memori ram menggunakan device tambahan flashdisk jadi memori ram penuh data dimasukan ram dialihkan device tambahan proses transfer data menggunakan device tambahan lambat dibandingkan langsung menggunakan ram,4,60,0.6
turbo boost booting cepat melewati proses pengecekan processor ram komponen komponen penting motherboard divais divais tersambung komputer jadi komputer dinyalakan cool boot langsung skip menuju warm boot salah satu komponen sesuai pemberitahuan permasalahan dideteksi cool boot,4,60,0.6
turbo boost proses boot cepat cold boot dimana tahapan tahapan proses cold boot dilewatkan proses bios untuk mengecek ketersediaan hardware hardware terpasang system unit sound card graphic card,4,60,0.6
dimaksud turbo boost proses booting terjadi luar warm cold boot warm cold boot meliputi proses shut down restart turbo boost proses booting mematikan komputer cepat menghilangkan mematikan power source daya power supply,4,60,0.6
turbo boost salah satu utility software berfungsi untuk meningkatkan performa komputer turbo boost menjalankan fungsi membersihkan space mengoptimisasi fungsi komputer bekerja cepat efektif,4,60,0.6
turbo boost aplikasi digunakan untuk menaikkan performa komputer menjalankan aktivitas cara meminimalisir mematikan aplikasi aplikasi program program digunakan turbo boost contoh software application,4,60,0.6
pengaplikasian memory ram flashdisk memindahkan data dimana koneksi flashdisk pc terdapat hubungan hubungan terdapat turbo boost terkoneksi flashdisk pc pembukaan data flashdisk pc data terbuka turbo boost perpindahan data berjalan semestinya,4,60,0.6
fitur untuk meningkatkan performa sistem penggunaan mendekati peggunaan maksimal,4,60,0.6
meningkatkan frekuensi processor baik melakukan fungsi fungsinya,4,60,0.6
turbo boost kondisi dimana terjadi penambahan kecepatan prosesor mencapai kecepatan maksimal,4,60,0.6
turbo boost kondisi cepat,4,50,0.5
kondisi dimana prosesor bekerja semaksimal meningkatkan clock cpu turbo terbatas kemampuan pendinginan sistem,4,50,0.5
turbo boost me restart komputer komputer turbo boost mematikan powernya untuk aplikasi program dijalankan menutup perbedaan turn off komputer membuka on kembali perintah user,4,40,0.4
tahu hubungan turbo boost komputer dunia otomotif turbo boost tekanan udara tambahan turbo membantu siklus pembakaran mesin pembakaran,4,20,0.2
kecepatan tinggi,4,20,0.2
turbo boost kondisi mobil turbo dimana mobil digaspol mendapatkan tenaga tambahan berkat turbo mobil menjadi jauh kencang suka turbo,4,10,0.1
client server jaringan komputer model komunikasi terjadi dua belah pihak penyedia layanan data disebut server pengguna peminta layanan data disebut client umumnya kedua belah pihak berkomunikasi hardware berbeda terjadi satu mesin sistem,1,100,1
hibernate pc fitur mematikan pc untuk waktu sleep fitur menggunakan tenaga sleep menjaga komputer tetap menyala tenaga hibernate menyimpan proses berjalan secondary memory sleep menyimpannya ram komputer mengalami hilang tenaga komputer dinyalakan ulang awal berbeda hibernate melanjutkan proses dimatikan mengalami kehilangan tenaga mati kekurangan hibernate jumlah penyimpanan data dibutuhkan untuk hibernate storage cukup besar mengurangi umur ssd cepat proses menghidupkan kembali secepat proses sleep membacanya ram,2,100,1
komputer model von neumann model arsitektur dideskripsikan john von neumann tahun 1945 first draft of a report on the edvac model arsitektur dijadikan basis komputer unit pemrosesan berisi alu register prosesor unit kontrol berisi instruction register program counter memori untuk menyimpan data instruksi penyimpanan eksternal mekanisme input output,3,100,1
turbo boost salah satu fitur prosesor masa bertujuan untuk mempercepat kinerja prosesor kondisinya terpenuhi proses diraih cara menaikkan frekuensi clock sesuai ruang peningkatan direkomendasikan pembuat chip ruang peningkatan disebut thermal headroom memiliki syarat kondisi bergantung temperatur load prosesor bekerja temperatur jauh batas atas kerja tinggi prosesor meningkatkan frekuensi clock nya mengerjakan instruksi cepat beban kerja tinggi temperatur meningkat untuk menjaga stabilitas kerja prosesor turbo boost bekerja maksimal mendekati base clock,4,100,1
